text,label
"It's a slick production with a nefarious goal: A 55-minute video released by ISIS, praising its victories and warning the United States from getting in the way of its goal to create an Islamic caliphate in parts of Iraq and Syria.
It's propaganda, terrorism experts say. A recruitment video aimed at English speakers.
But the U.S. intelligence community is focused on one jihadist who appears briefly at the end of the video. The ISIS fighter, who speaks perfect English with a North American accent, is shown orchestrating the mass execution of a group of men.
It is too early to know if this militant hails from North America, or maybe spent some time there, or what his exact story might be.
But the intelligence community is already analyzing the video in an attempt to identify the man's origin, a U.S. official told CNN. It is too early to tell where his dialect is from, the official said.
In the video titled Flames of War, the jihadist first appears speaking Arabic in a classical dialect and with the ease of a native Arabic speaker, CNN terrorism analyst Paul Cruickshank said.
But the ISIS fighter -- who is masked and wearing a camouflage uniform -- seamlessly switches to English. There are a number of men digging a ditch behind him. The jihadist claims they are Syrian soldiers assigned to a 17th Division military base near the Syrian city of Raqqa, and who now, after an ISIS attack, are digging their own graves in the very place where they were stationed. 
CNN can not independently verify that the men in the video were soldiers, as the propaganda video claims.
How the Islamic Stateis run, from oil to beheadings
The video then shows a group of militants executing the men, who fall into the ditch.
The man who committed this atrocity on film could be an Arab who was educated in the West. Or he could be an American or Canadian. If so, Cruickshank said, he would be the first North American jihadist to commit a war crime on camera.
 Clearly ISIS had a calculated step to be able to put this guy on camera, said Frank Cilluffo, a security analyst at George Washington University. Why ? Because he seems American. The message is aimed at a Western audience. 
The intent, Cilluffo told CNN, is to project fear to Americans, and to project power.
The difference between ISIS and al Qaeda
Intelligence officials will sift through every detail of the man's voice, looking for any clues of a particular dialect that might lead investigators to local communities to seek additional clues, Cilluffo said.
The U.S. will also compare the clues of the jihadist's language to see whether it is consistent with those individuals who are known to have gone to fight for ISIS.
The video is undoubtedly propaganda and a recruitment piece for the terrorist group, Cruickshank said. But it is also a warning to the West that if it gets involved in the fight, it will be a tough outing for foreign troops.
The video does n't exactly goad the United States and the West into launching attacks against ISIS, but those who appear in the video try to convey a sense of toughness, Cruickshank said.
The video glamorizes ISIS, according to SITE Intelligence, which monitors terrorist groups.
 It serves as not only a powerful recruitment piece, but a stern warning to their opposition about flames of warrising against them by the fighters, according to a summary by SITE.
ISIS, ISIL or the Islamic state ?
",C1
"Fernando Torreshighly-anticipated switch to English champions Chelsea was completed just before Monday transfer window closed in a deal that his former team Liverpool said had broken the British record.
Chelsea's website reported that the Spain striker had signed a five-and-a-half-year contract, but did not disclose the fee -- which British media speculated would be about # 50 million -LRB- $80 million -RRB-.
However, it was still well short of the world-record $130 million that Spain's Real Madrid paid English club Manchester United for Cristiano Ronaldo in 2009.
In another deal confirmed late on Monday, Benfica said that Brazil defender David Luiz had joined Chelsea in a deal worth $34 million that saw Serbian midfielder Nemanja Matic sign for the Portuguese club.
 I am very happy with my transfer to Chelsea and I am looking forward very much to helping my new team-mates this season and for many years to come, 2010 World Cup winner Torres told the London side's website.
 Having played against Chelsea many times since coming to England, and in some very big games I will never forget, I know there are many great players here and I will work hard to win a place in the team. I hope I can score some important goals for the supporters to enjoy this season. 
The 26-year-old scored 65 goals in 102 Premier League appearances for Liverpool after joining from Atletico Madrid in 2007 in a # 20 million deal, netting 81 in 142 games in all competitions.
Torresmove followed the news that Liverpool had agreed a club-record fee for Newcastle's England striker Andy Carroll, who handed in a transfer request in the afternoon after the 18-time English champions made an improved bid.
Just before the 2300 GMT deadline, Liverpool confirmed that the 22-year-old had signed a contract until 2016. The fee was not disclosed but it reportedly surpassed the previous British record of # 33 million -LRB- $53 million -RRB- that Manchester City paid for Brazilian Robinho in 2008.
Will deadline-day spending buck the trend ?
Chelsea's billionaire owner Roman Abramovich has been relatively quiet in transfer market for the past two seasons, but has this time backed coach Carlo Ancelotti with two marquee signings as his club languish fourth in the table -- 10 points behind leaders Manchester United.
The London team also announced on Monday that the Chelsea FC plc made a loss of # 70.9 million -LRB- $113 million -RRB- for the year ended June 30, 2010.
 The reduction in operating losses and increased sales in 2009-10 shows that we are moving in the right direction especially when viewed against the difficult macroeconomic environment, chief executive Ron Gourlay told Chelsea's website.
 The club is in a strong position to meet the challenges of UEFA financial fair playinitiatives which will be relevant to the financial statements to be released in early 2013. 
Latest transfer rumors on Twitter
Carroll joined Uruguay World Cup striker Luis Suarez at Liverpool, with the 24-year-old completing his $36 million transfer from Dutch club Ajax earlier on Monday to become Kenny Dalglish's first major signing in his second stint as manager.
The 24-year-old has scored 111 goals in 159 games for the Amsterdam side.
Another high-profile striker on the move Monday was Tottenham's Robbie Keane, who has agreed a loan switch to London rivals West Ham until the end of this season.
The move is likely to become permanent should the Hammers, currently bottom of the EPL, avoid relegation to the second flight.
Blog: Who will be the best signing of the transfer window ?
Manager Avram Grant said after the 3-2 FA Cup win Nottingham Forest that he hoped the Republic of Ireland international would provide the spark to get the club away from the drop zone.
 He is not just a good player, he is a good character that we need in the next 14 games, the Israeli told the UK Press Association.
Tottenham, who face AC Milan in the last 16 of the Champions League next month, were linked with a bid for Atletico Madrid's Sergio Aguero.
But the Argentina striker has signed a new two-and-a-half-year contract extension with the Spanish side until 2014 and told the La Liga outfit's official website: I 'm staying here because I want to. 
Spurs manager Harry Redknapp would not confirm his interest in Aguero or other reported targets in Spain as he arrived for Monday's training session, but told Sky Sports that former England defender Jonathan Woodgate would not be leaving on loan.
Woodgate, who has returned to fitness after long-term injury, is needed as defensive cover after captain Michael Dawson was banned for three matches after being sent off in the 4-0 FA Cup defeat to Fulham, while French fellow center-back Younes Kaboul needs an operation, said Redknapp.
United States international midfielder Michael Bradley has joined English club Aston Villa from German side Borussia Monchengladbach on loan until the end of this season.
Villa boss Gerard Houllier told reporters: We 've got to prepare for the future and Michael is 23 and a very hard-working midfielder who can score goals. 
Villa allowed Irish midfielder Stephen Ireland to join Newcastle on loan for the rest of this season, almost six months after he arrived from Manchester City.
Houllier also said that the club had received no bids for England winger Ashley Young.
Turkey international striker Tuncay Sanli has moved from English Premier League side Stoke to Wolfsburg in a $7 million deal, the German club announced on their official website.
The Bundesliga side also announced the arrival of attacking midfielders Koo Ja-Cheoul of South Korea and Venezuelan Yohandry Orozco, plus Bayer Leverkusen's Germany international striker Patrick Helmes and Czech midfielder Jan Polak.
The 21-year-old Koo -- who scored five goals in six matches at the recent Asian Cup -- signed a three-and-a-half-year deal from Korean side Jeju United, while 19-year-old Orozco signed from Venezuela's Zulia FC until 2015.
Stoke also allowed former Chelsea and Barcelona striker Eidur Gudjohnsen to join English rivals Fulham on loan, with the Iceland international having failed to win a regular place since his pre-season move from Monaco.
German rivals Schalke signed Iran international midfielder Ali Karimi, who worked with coach Felix Magath when they were both at Bayern Munich, plus clubless Greece striker Angelos Charisteas -- who scored the winning goal in the final of Euro 2004.
Serie A leaders AC Milan confirmed on their website the signing of 34-year-old Italy defender Nicola Legrottaglie from league rivals Juventus, on a contract until June this year.
Italian champions Inter Milan have signed Japan leftback Yuto Nagamoto on loan from Cesena on loan for the rest of this season, with 20-year-old Italy international defender Davide Santon moving in the opposite direction.
The 24-year-old Nagamoto set up the only goal of the Asian Cup final against Australia on Saturday which sealed a record fourth title for the Blue Samurai.
Inter coach Leonardo has allowed Colombian defender Nelson Rivas to join Ukrainian side Dnipro Dnipropetrovsk on loan, with a view to a permanent deal.
Brazil-born Italy international striker Amauri has returned to Parma on loan from Italian rivals Juventus, who have replaced him with Cagliari's Alessandro Matri.
English club Birmingham City signed Nigeria international Obafemi Martins in a six-month loan deal from Russian side Rubin Kazan, after the former Newcastle striker was granted a work permit.
Portugal international striker Liedson has returned to the country of his birth after joining Brazilian club Corinthians from Sporting Lisbon in a $2.9 million deal.
The 32-year-old qualified for Portuguese nationality in 2009 and played for his adopted nation at last year's World Cup finals in South Africa.
Ecuador midfielder Jefferson Montero has swapped Spanish clubs after joining struggling Levante from Champions League hopefuls Villarreal on loan.
Dutch club Feyenoord have signed Denmark international striker Soren Larsen from French side Toulouse on loan for the rest of this season, along with Arsenal's new 18-year-old Japanese forward Ryo Miyaichi and Borussia Monchengladbach midfielder Marcel Meeuwis.
",B2
"Kenya's national football team may not have made it to the World Cup Finals in Brazil -- but one man will be there for his African nation.
Stepping into the role of representing Kenya is Aden Marwa, the country's first linesman to officiate at the beautiful game's biggest event.
 Football is my life, football has made my life change a big deal, Marwa tells CNN.
Like many a young boy, Marwa became obsessed with football, often walking vast distances so he could get to a TV to watch a match. Yet despite his passion for the game, he wanted nothing to do with refereeing and for good reason.
 Those times it was hard because a match would hardly finish without a referee being beaten, he explains. The fans were rowdy and you know, the facilities were not very good. 
 You were playing in open fields so the referee could be attacked anytime so when I could see that as a young boy, I did n't love it. So I was scared. 
However, by the time Marwa became a linesman in 1998 at the age of 21, the game had changed dramatically as more resources and education had been funneled into the sport.
 Once you decide you want to become a football referee there are three pillars. One is your medical fitness, two is your physical fitness and then three, the technical fitness, so these can not be compromised. 
By 2006, the ambitious referee got his big break refereeing a game in the Kenyan Premier League before making his international debut as an assistant referee for FIFA just two years later.
Today he holds the accolade of best assistant referee in the Kenyan Premier League and his talent has taken him to sun-kissed shores of South America for the 2014 World Cup, where he has been performing as a reserve assistant referee.
The 37-year-old knows this will be the biggest test of his career so far and is prepared to have the eyes of millions of football fans scrutinizing his every decision.
 Referees have to make decisions in the shortest time possible. I see it once but you, on TV, will see it and see a replay and you can even pause with technology and even review, he says.
 As a referee I only have one angle to look at that... so the challenge that we have as referees, the biggest one, is how to place yourself at the right position and the right moment to make that very important, crucial decision. 
Check out the video below to find out how Marwa prepared for his greatest moment to date and earned his dream job officiating at this year's World Cup.
",B2
"South Korea’s Hyundai Motor Co said on Monday it is not now in talks with Apple Inc on autonomous electric cars, just a month after it confirmed early-stage talks with the tech giant, sending the automaker’s shares skidding.
Slideshow ( 3 images )
Wiping $2.1 billion off its market value, Hyundai’s stock slumped 4.2% by 0330 GMT. Shares in its affiliate Kia Corp, which had been tipped in local media reports as the likely operational partner for Apple, tumbled 12% - a $4.3 billion hit.
The announcement brings the curtain down on weeks of internal divisions within Hyundai Motor Co Group - parent to both automakers - about the potential tieup, with some executives raising concerns about becoming a contract manufacturer for the U.S. tech giant.
“We are receiving requests for cooperation in joint development of autonomous electric vehicles from various companies, but they are at early stage and nothing has been decided,” the automakers said on Monday, in compliance with stock market rules requiring regular updates to investors regarding market rumours.
“We are not having talks with Apple on developing autonomous vehicles.”
Kia shares had jumped 61% after Hyundai appeared to confirm a local media report early in January that Apple and Hyundai were in discussions to develop self-driving electric vehicles by 2027 and develop batteries at U.S. factories operated by either Hyundai or Kia.
“Apple and Hyundai are in discussion, but as it is at early stage, nothing has been decided,” Hyundai said, before releasing subsequent statements that removed all mentions of Apple but said Hyundai was receiving electric car cooperation requests from parties it didn’t identify.
Reuters reported in December that Apple was moving forward with autonomous car technology and aimed to produce a passenger vehicle that could include its own breakthrough battery technology as early as 2024.
Apple, known to keep product plans under tight wraps, has never acknowledged talks with the automaker about building vehicles, and wasn’t immediately available for comment outside business hours in the United States.
Analysts said talks might have collapsed over leaks of the partnership plan to media, or over possible insistence by Apple that Hyundai’s role in any tieup would be that of an equipment manufacturer, rather than a strategic partner.
“With numerous news reports over discussions between the two companies, which should have been held to non-disclosure agreements, it would have been uncomfortable” said Kwon Soon-woo, an analyst at SK Securities.
Kevin Yoo, an analyst at eBEST Investment & Securities, said, “It seems clear that Hyundai Motor Group has not been too happy with dealing with Apple ... They made it clear that they do not want to be treated just as Apple’s supplier or manufacturer.”",C2
"﻿Margaret Thatcher, the most dominant British prime minister since Winston Churchill in 1940 and a global champion of the late 20th-century free market economic revival, has died. The British government announced that she would receive a ceremonial funeral with military honours at St Paul’s Cathedral. 
The British prime minister, David Cameron, who is cutting short his trip to Europe to return to London following the news, said: “It was with great sadness that l learned of Lady Thatcher’s death. We’ve lost a great leader, a great prime minister and a great Briton.” He added: “As our first woman prime minister, Margaret Thatcher succeeded against all the odds, and the real thing about Margaret Thatcher is that she didn’t just lead our country, she saved our country, and I believe she will go down as the greatest British peacetime prime minister.” 
In a statement, President Barack Obama said, “Here in America, many of us will never forget her standing shoulder to shoulder with President Reagan, reminding the world that we are not simply carried along by the currents of history – we can shape them with moral conviction, unyielding courage and iron will.” 
The first woman elected to lead a major western state, Lady Thatcher, as she became after the longest premiership since 1827, served 11 unbroken years at No 10 Downing Street. 
Thatcher, who was 87, had been in declining health for some years, suffering from dementia. After a series of mini-strokes in 2002, Thatcher withdrew from public life, no longer able to make the kind of waspish pronouncements that had been her forte in office – and beyond. 
Her death was greeted with tributes from across the political spectrum. 
As Labour sources announced the party would suspend campaigning in local elections as a mark of respect, its leader, Ed Miliband, said: “She will be remembered as a unique figure. She reshaped the politics of a whole generation. She was Britain’s first woman prime minister. She moved the centre ground of British politics and was a huge figure on the world stage. The Labour Party disagreed with much of what she did and she will always remain a controversial figure. But we can disagree and also greatly respect her political achievements and her personal strength.” 
The deputy prime minister, Nick Clegg, said: “Margaret Thatcher was one of the defining figures in modern British politics. Whatever side of the political debate you stand on, no one can deny that as prime minister she left a unique and lasting imprint on the country she served.” 
Describing her as a political phenomenon, the former Tory prime minister Sir John Major said: “Her outstanding characteristics will always be remembered by those who worked closely with her: courage and determination in politics, and humanity and generosity of spirit in private.” 
The “Iron Lady” proved a significant cold war ally of the US president Ronald Reagan in the final showdown with the Soviet Union, which broke up under reformist pressures led by Mikhail Gorbachev, a Kremlin leader with whom Thatcher famously declared she could “do business ”. As a result, many ordinary voters in ex-Soviet bloc states saw her as a bold champion of their liberty, a view widely shared across the spectrum of mainstream US opinion – though not at home or among key EU partners. 
Thatcher was an unremarkable mid-ranking Conservative until she unexpectedly became party leader in 1975. Within a decade, she had become known around the world – both admired and detested – for her pro-market domestic reforms and her implacable attitudes in foreign policy, including her long-running battle with the IRA, which almost managed to murder her when it placed a bomb in the Grand Hotel, Brighton, in 1984. 
At home, the emerging doctrine of Thatcherism meant denationalization of state-owned industry – the new word “privatization” came into widespread use in many countries – and defeat of militant trade unionists, notably the National Union of Miners, whose year-long strike (1984 – 85) was bitter and traumatic. 
Boosted by the newly arrived revenues from Britain’s North Sea oil fields, Thatcher had room to manoeuvre and change the ageing industrial economy and she used the opportunity to defeat her enemies – including moderate members of her own party. 
But she also deployed her notorious “handbaggings”, or verbal attacks, in the European Union to obtain a British rebate – “my money” as she called it. She was less successful in fending off the centralizing ambitions of the “Belgian Empire”, her description of the European Commission, especially in the years when it was headed by the French socialist Jacques Delors. 
Her allies in the tabloid press egged her on. And, as the British economy recovered from the severe recession that her monetarist medicine had inflicted on it – to tame the unions and cure inflation – she briefly seemed invincible. 
But untrammelled power, with the defeat or retirement of allies who had kept her in check, led to mistakes and growing unpopularity. When Sir Geoffrey Howe, nominally her deputy, finally fell out with Thatcher – chiefly over Europe – his devastating resignation speech triggered a leadership challenge. Thatcher made way for John Major rather than risk losing to him in a ballot. 
In retirement, she wrote highly successful memoirs in two volumes and campaigned energetically on behalf of the Thatcher Foundation, which sought to promote her values around the world.  
",C2
"﻿When it comes to climate change, we have the bad habit of focusing on the first part of the story, the part about the problem, and forgetting the second part about the many available solutions. These solutions are speeding up recycling, slowing down emissions and providing sustainable alternatives to plastic, air conditioning, smartphones and fast fashion. 
The Intergovernmental Panel on Climate Change recently gathered in Copenhagen to present its latest report on the impacts and pace of climate change. Climate change is now measured on all continents and our efforts to lower emissions must be intensified to avoid it escalating out of control. Along with outlining the risks and challenges, Copenhagen also embraced and focused on the solutions. 
In the spirit of focusing on what can be done, Sustainia Award, chaired by Arnold Schwarzenegger, celebrated ten leading sustainability solutions deployed in 84 countries. From food to fashion, energy to transportation, education to health, the awards showcased an alternative to the grim-future scenarios we are so often presented with and made sustainability tangible to the innovators, investors, consumers and policy makers across sectors and regions. 
From California, we saw how we can now produce plastics from greenhouse gases that are competitive with normal oil-based plastics in price and quality. From Switzerland, we learned how we can recycle and reuse old clothes and shoes more effectively in a recycle system currently deployed in over 60 countries. And from Canada, we learned how smartphones can make bike- sharing more convenient. 
The ten projects presented each offered unique solutions to sustainability challenges but it was the Nigerian initiative, Wecyclers, that won Arnold Schwarzenegger’s, and the rest of jury’s, vote and took the Sustainia Award 2014. 
Wecyclers enables low-income communities to make money on waste piling up in their streets. By deploying a fleet of cargo bicycles to collect and recycle unmanaged waste in Lagos, Wecyclers lets families exchange garbage for consumer goods via an SMS-based point system. 
Recycling companies purchase Wecyclers’ sorted waste for reprocessing into products – they turn it into mattresses, pillows and trash bags. Wecyclers is a response to local waste issues, where it’s estimated that only 40% of the city’s rubbish is collected. According to the World Bank, only 46% of municipal solid waste in Africa is collected. More than 5,000 households have signed up so far and there are plans to extend the initiative to other cities throughout Nigeria. 
Solutions to combat climate change are often perceived as hi-tech innovations focused on cutting emissions, creating infrastructure or efficiency. However, to successfully solve the variety of challenges, we need variety in our solutions as well. Sustainability is not solely a matter of bringing down emissions; it is also a question of using our natural resources more intelligently and creating healthier lives for ourselves. Initiatives might be low-tech in innovation but high-impact when it comes to creating sustainable change for entire communities. 
With a wide range of solutions addressing the equally wide range of challenges, we must focus more on the important part of the story that creates enthusiasm and momentum, and spurs action for much-needed change.
",C2
"﻿If the amount of food wasted around the world were reduced by just 25%, there would be enough food to feed all the people who are malnourished, according to the UN. Each year, 1.3bn tonnes of food, about a third of all that is produced, is wasted, including about 45% of all fruit and vegetables, 35% of fish and seafood, 30% of cereals, 20% of dairy products and 20% of meat. Meanwhile, 795 million people suffer from severe hunger and malnutrition. 
Well-publicized attempts to combat the loss of food – such as recent laws in France that require supermarkets to distribute unsold food to charities – have highlighted the issue of food waste, identified by the UN as one of the great challenges to achieving food security. Estimates suggest that, by 2050, food production will need to have increased by 60% on 2005 levels to feed a growing global population. 
Reducing food wastage would ease the burden on resources as the world attempts to meet future demand. The problem is global but manifests itself in very different ways. In developing countries, there are high levels of what is known as “food loss”, which is unintentional wastage, often due to poor equipment, transportation and infrastructure. 
In wealthy countries, there are low levels of unintentional losses but high levels of “food waste ”, which involves food being thrown away by consumers because they have purchased too much or by retailers who reject food because of strict aesthetic standards. 
In developed countries, consumers and retailers throw away between 30% and 40% of all food purchased, whereas in poorer countries only 5% to 16% of food is thrown away. According to a 2011 report, in Europe and North America, each person wasted 95 to 115kg of otherwise edible food annually, whereas, in sub-Saharan Africa and south and south-east Asia, the equivalent waste was just 6 to 11kg. 
“In the developing world, food waste is virtually non-existent,” says Robert van Otterdijk, coordinator of the UN Food and Agriculture Organization’s Save Food programme. “Food waste is happening in countries where people can afford to throw away food. One statistic is that the amount of food wasted by consumers in industrialized countries [222m tonnes a year] is almost the same as the total net food production of sub-Saharan Africa [230m tonnes]. But food losses, on the other hand, are really rampant in developing countries because of the underdeveloped conditions they have, from management of production to transportation and distribution.” 
The environmental impact of food loss and waste is high. The carbon footprint of food produced and not eaten is estimated at 3.3 gigatonnes of CO2, meaning that, if food waste were a country, it would rank as the third highest national emitter of greenhouse gases after the US and China. About 1.4bn hectares, or close to 30% of available agricultural land, is used to grow or farm food that is subsequently wasted. And more surface and groundwater, or “blue water”, is used to produce wasted food around the globe than is used for agriculture by any single country, including India and China. 
“The whole issue of climate change has to do with our economy of production and consumption being out of balance with what the Earth can provide,” says van Otterdijk. “Production of food is one of the biggest production sectors in the world and, if one-third of all this is just produced in vain, you can imagine what a huge impact this has on the natural resources – on land, water, energy and greenhouse gas emissions.” The worst food waste offenders are the US, Canada, Australia and New Zealand, where consumers waste 39% of all food purchased, followed by Europe, where about 31% of all food purchased by consumers is thrown away. In the UK, 15m tonnes of food is lost or wasted each year. British consumers throw away 4.2m tonnes of edible food each year. This means that 11.7% of all food purchased is avoidably wasted, at an estimated cost to each family of £700 a year or almost £60 a month. 
The foods most commonly found in British bins are bread, vegetables, fruit and milk. According to a nationwide analysis of food waste in UK households, the most wasted food in the UK by weight is bread, with consumers throwing away 414,000 tonnes (22.4%) of all bread purchased. By percentage, the most wasted food is lettuce and leafy salads, of which consumers throw away 38% (64,000 tonnes) of all they buy. 
The most wasted meat, by both percentage and weight, is poultry, of which 13% of all edible parts (not including bones) is wasted and the most wasted fruit by percentage is melon, with the equivalent of more than a quarter of each melon thrown in the bin. 
The UK has made progress in the past ten years, after a concerted campaign to reduce wastage. It is singled out by van Otterdijk as “one of the great successes” in combating food waste. Between 2007 and 2012, the amount of avoidable food waste produced by UK households decreased by 21%, from 5.3m tonnes to 4.2m tonnes, largely due to greater awareness. Of the food that is not eaten, less is ending up in landfill. In 2000 –01, only 14% of household waste was recycled or composted but, by 2011-12, the amount of composted food had risen to 43%. 
Van Otterdijk says there has been a “very encouraging, unexpected, continuing interest” in the subject of food waste, enabling grass-roots campaigns around the world to gain momentum. “We have to do much more and it needs the participation of public and private sectors,” he says. “But if it continues like this, with the same momentum, maybe, after ten years, we’ll have globally significant results.”
",C1
"﻿David Mitchell, a regular contender for the Man Booker literary prize, is used to his novels being picked over by the critics. So, it’s something of a relief, says the British author, that his latest work – completed at 1am one Tuesday morning before a car arrived to take him to the airport to catch a flight to Norway – won’t be seen by anyone until 2114. 
Mitchell is the second contributor to the Scottish artist Katie Paterson’s Future Library project, for which 1,000 trees were planted in 2014 in Oslo’s Nordmarka forest. Starting with Margaret Atwood, who handed over the manuscript of a text called Scribbler Moon in 2015, each year for the next 100 years, an author will deliver a piece of writing that will only be read in 2114, when the trees are chopped down to make paper on which the 100 texts will be printed. 
Each author – their names revealed year by year and chosen by a panel of experts and Paterson, while she is alive – will make the trek to the spot in the forest high above Oslo, where they will surrender their manuscripts in a short ceremony. 
“It’s a little glimmer of hope in a season of highly depressing news cycles, which affirms we are in with a chance of civilization in a hundred years,” said Mitchell. “Everything is telling us that we’re doomed but the Future Library is a candidate on the ballot paper for possible futures. It brings hope that we are more resilient than we think: that we will be here, that there will be trees, that there will be books and readers, and civilization.” 
Mitchell said he found writing the book “quite liberating because I won’t be around to take the consequences of this being good or bad ... But, I’m sandwiched between Margaret Atwood and no doubt some other brilliant writer. So, it better be good. What a historic fool of epochal proportions I’d look if they opened it in 2114 and it wasn’t any good.” 
Usually, says Mitchell, who was shortlisted for the Man Booker for his novels number9dream and Cloud Atlas, he “polishes and polishes” his writing. “Actually, I over-polish. But, this was very different – I wrote up to the wire. So, the first two-thirds were polished and the final third I didn’t have time. And, it was a liberation.” 
Future Library creator, Paterson, whose past works have involved her mapping dead stars and compiling a slide archive of the history of darkness through the ages, asked the writers to tackle “the theme of imagination and time, which they can take in so many directions”. Mitchell revealed only the name of the manuscript, From Me Flows What You Call Time, during a ceremony in the Norwegian woods next to where Paterson’s 1,000 trees are planted. The title is taken from a piece of music by Japanese composer Toru Takemitsu but, other than admitting that “it’s somewhat more substantial a thing than I was expecting”, the author would say nothing. 
Handing over his text in the forest, sheltered from the intermittent rain by an umbrella and amid the foot-high shoots of 1,000 pine trees, Mitchell read his damp audience of children and adults a short story and William Wordsworth’s A slumber did my spirit seal. Its ending, “Rolled round in earth’s diurnal course / With rocks, and stones, and trees”, felt appropriate in this small section of forest, carpeted with blueberry bushes, which will be carefully tended to for the next 98 years before it is turned into Future Library’s manuscripts. 
“How vain to suppose the scribblings of little old me will be of enduring interest to future generations. Yet, how low-key and understated, to slave over a manuscript that nobody will ever pat you on the back for and say: ‘Nice one’ or ‘God, I loved the bit where she did that and he did this... ’” Mitchell wrote in a piece for the Future Library. 
His manuscript, now delivered, will be sealed and placed alongside Atwood’s in a wood-lined room in Oslo’s new public library, which will open in 2019. Watched over by a trust of experts until it is finally printed, it is now, says the novelist, “as gone from me as a coin dropped in a river”.  
",C1
"""We have to help it!"" Julie insisted. Julie's mom made a disgusted face. ""I don't want to. Pigeons have diseases,"" she said. Julie began to cry. This made Julie's mom feel bad. She gave in, but she gave Julie some rules. The pigeon had to stay in the kitchen in a storage bin. Julie's mom didn't want to have to touch the dirty bird.
Julie put one of her old baby blankets on the bottom of a deep storage bin. While Julie tried to feed the injured bird bits of moist bread, Julie's mom looked online for local animal rescue organizations. She felt silly trying to save a pigeon though. Finally she found an organization that would take the bird, but not until the next morning. Julie stayed up all night watching the bird.
The next morning Julia and her mother took the subway to the bird rescue organization. Many people on the train gave Julie and her mother strange looks. Julie's mother just shrugged. When they got to the rescue organization, Julie told the worker, ""Please take good care of Sebastian"".",A2
"An Austrian man who participated in a Nazi massacre of Jews during World War II and later gained U.S. citizenship has been deported to Austria, U.S. officials said.
The Sachsenhausen concentration camp just north of Berlin where the U.S. says Krumpf worked as an SS guard.
Josias Krumpf, 83, lived for years after the war in Racine, Wisconsin. The United States revoked his citizenship in 2005 after the Criminal Division of the U.S. Department of Justice sought to denaturalize him.
Acting Assistant Attorney General Rita Glavin announced Krumpf's deportation Thursday. It was not clear when he arrived in Austria, and representatives of the Austrian Justice Ministry were not immediately available for comment.
 His court-ordered removal from the United States to Austria is another milestone in the government's long-running effort to ensure that individuals who participated in crimes against humanity do not find sanctuary in this country, Glavin said.
The United States removed Krumpf because of his participation in that and other Nazi-sponsored acts of persecution during the war, Glavin said.
Krumpf admits standing watch on November 3, 1943, as SS guards at the Trawniki Labor Camp in Poland shot and killed 8,000 Jews, including women and 400 children, in pits. Glavin said Krumpf said he had orders to shoot any prisoners who survived.
Krumpf also served as an SS guard at the Nazi-run Sachsenhausen Concentration Camp in Germany and at slave labor sites in Nazi-occupied France, where prisoners under his watch built launching platforms for German missile attacks on England, Glavin said.
The November 1943 shooting was part of a larger Nazi operation called Aktion Erntefest, or Operation Harvest Festival, that led to the deaths of 42,000 Jews at three camps in eastern Poland in two days, the Justice Department said.
At Trawniki, Krumpf said, he was assigned to watch for victims who were still halfway alive or convulsing and prevent their escape by shooting them to death, the Justice Department said.
Krumpf, who was born in Serbia, immigrated to the United States in 1956 and became a U.S. citizen in 1964.
His removal to Austria is part of an effort by several U.S. government departments and law enforcement agencies to identify and prosecute participants in Nazi crimes of persecution who live in the United States, the Justice Department said.
The Criminal Division's Office of Special Investigations -LRB- OSI -RRB- started the operation in 1979 and has since won cases against 107 alleged Nazi criminals, the Justice Department said.
The OSI also has a watch list for World War II war criminals that has prevented the entry of more than 180 people into the United States, the Justice Department said.
",C2
